,actors,country,director,req_imdbid,year
4428,"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran","USA, Germany, Czech Republic, UK",Stephen Norrington,tt0311429,2003
4429,"Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov, Mikhail Korobochkin",Russia,Aleksandr Rogozhkin,tt0308476,2002
4430,"Romola Garai, Sophie Stuckey, Bill Nighy, Helena Little",UK,Tim Fywell,tt0300015,2003
4431,"James Woods, Nick Nolte, Douglas Sebern, Claire Forlani",USA,Michael Polish,tt0322659,2003
4432,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union",USA,Michael Bay,tt0172156,2003
4433,"Mandy Moore, Allison Janney, Trent Ford, Alexandra Holden",USA,Clare Kilner,tt0319524,2003
4434,"Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise","UK, France, USA",Peter Howitt,tt0274166,2003
4435,"Devon Gummersall, Dylan Bruno, Gina Philips, Johnny Whitworth",USA,Jordan Susman,tt0284850,2002
4436,"Chiwetel Ejiofor, Audrey Tautou, Sergi López, Sophie Okonedo",UK,Stephen Frears,tt0301199,2002
4437,"Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti, Lina Bernardi",Italy,Matteo Garrone,tt0322725,2002
4438,"Kick Gurry, Maya Stange, Pia Miranda, Russell Dykstra",Australia,Alex Proyas,tt0280696,2002
4439,"Wil Horneff, Jean Marie Barnwell, Helen Shaver, John C. McGinley","USA, Japan",John Gray,tt0113533,1995
4440,"Jim Belushi, Kelly Lynch, Alisan Porter, John Getz",USA,John Hughes,tt0101635,1991
4441,"Rick Moranis, Ed O'Neill, Shawna Waldron, Devon Sawa",USA,Duwayne Dunham,tt0110364,1994
4442,"Dan Aykroyd, Gene Hackman, Dom DeLuise, Ronny Cox",USA,Bob Clark,tt0100053,1990
4443,"Peter Sellers, Jean Seberg, William Hartnell, David Kossoff",UK,Jack Arnold,tt0053084,1959
4444,"Bob Dylan, Jeff Bridges, Penélope Cruz, John Goodman","UK, USA",Larry Charles,tt0319829,2003
4445,"Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie","USA, Germany, Japan, UK, Hong Kong",Jan de Bont,tt0325703,2003
4446,"David McCullough, Jeff Bridges, Paul Vincent O'Connor, Chris Cooper",USA,Gary Ross,tt0329575,2003
4447,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",USA,Robert Rodriguez,tt0338459,2003
4448,"Joaquin Phoenix, Ed Harris, Scott Glenn, Anna Paquin","UK, Germany",Gregor Jordan,tt0252299,2001
4449,"Daniel Letterle, Joanna Chilcoat, Robin de Jesus, Steven Cutts",USA,Todd Graff,tt0342167,2003
4450,"Javier Bardem, Luis Tosar, José Ángel Egido, Nieve de Medina","Spain, France, Italy",Fernando León de Aranoa,tt0319769,2002
4451,"Alicia Silverstone, Rachael Leigh Cook, Woody Harrelson, John Cleese",USA,Gavin Grazer,tt0286947,2003
4452,"Jack Lemmon, Juliet Mills, Clive Revill, Edward Andrews","USA, Italy",Billy Wilder,tt0068240,1972
4453,"Gregory Hines, Renée Soutendijk, Michael Greene, Kurt Fuller",USA,Duncan Gibbins,tt0101831,1991
4454,"Sasha Mitchell, Peter Boyle, Dennis Chan, Cary-Hiroyuki Tagawa",USA,Albert Pyun,tt0102202,1991
4455,"Dean Martin, Kim Novak, Ray Walston, Felicia Farr",USA,Billy Wilder,tt0058265,1964
4456,"James Cagney, Horst Buchholz, Pamela Tiffin, Arlene Francis",USA,Billy Wilder,tt0055256,1961
4457,"Robert Stephens, Colin Blakely, Geneviève Page, Christopher Lee","UK, USA",Billy Wilder,tt0066249,1970
4458,"Fred Ward, Joel Grey, Wilford Brimley, J.A. Preston","USA, Mexico",Guy Hamilton,tt0089901,1985
4459,"Rutger Hauer, Delroy Lindo, Anna Katarina, Vincent D'Onofrio","Australia, USA",David Webb Peoples,tt0094764,1989
4460,"Woody Allen, The Lovin' Spoonful, Frank Buxton, Louise Lasser","Japan, USA","Woody Allen, Senkichi Taniguchi",tt0061177,1966
4461,"Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas","USA, Germany",Jesse Dylan,tt0328828,2003
4462,"Ben Affleck, Terry Camilleri, David Backus, Lenny Venito",USA,Martin Brest,tt0299930,2003
4463,"Jeremy Irons, Patricia Kaas, Thierry Lhermitte, Alessandra Martines","France, UK",Claude Lelouch,tt0283883,2002
4464,"Geraldine McEwan, Anne-Marie Duff, Nora-Jane Noone, Dorothy Duffy","Ireland, UK",Peter Mullan,tt0318411,2002
4465,"Campbell Scott, Denis Leary, Robin Tunney, Peter Samuel",USA,Alan Rudolph,tt0314630,2002
4466,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould",USA,Mark Waters,tt0322330,2003
4467,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J",USA,Clark Johnson,tt0257076,2003
4468,"Kate Hudson, Jean-Marie Lhomme, Naomi Watts, Esmée Buchet-Deàk",USA,James Ivory,tt0306734,2003
4469,"Hideaki Itô, Yumiko Shaku, Shirô Sano, Yôichi Numata",Japan,Shinsuke Sato,tt0310149,2001
4470,"Robert August, Rochelle Ballard, Shawn Barron, Layne Beachley",USA,Dana Brown,tt0308508,2003
4471,"Ronald Colman, Signe Hasso, Edmond O'Brien, Shelley Winters",USA,George Cukor,tt0039335,1947
4472,"Totò, Ninetto Davoli, Femi Benussi, Umberto Bevilacqua",Italy,Pier Paolo Pasolini,tt0061132,1966
4473,"Enrique Irazoqui, Margherita Caruso, Susanna Pasolini, Marcello Morante","Italy, France",Pier Paolo Pasolini,tt0058715,1964
4474,"Carlo Battisti, Maria Pia Casilio, Lina Gennari, Ileana Simova",Italy,Vittorio De Sica,tt0045274,1952
4475,"Delbert Ward, Roscoe Ward, Lyman Ward, Walt Geisler",USA,"Joe Berlinger, Bruce Sinofsky",tt0103888,1992
4476,"Kevin Kline, Tracey Ullman, Joan Plowright, River Phoenix",USA,Lawrence Kasdan,tt0099819,1990
4477,"Robert Englund, Ken Kirzinger, Monica Keena, Jason Ritter","Canada, USA",Ronny Yu,tt0329101,2003
4478,"Mike Vogel, Vince Vieluf, Adam Brody, Joey Kern",USA,Casey La Scala,tt0338077,2003
4479,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon",USA,Kevin Costner,tt0316356,2003
4480,"Stephen Chow, Man-Tat Ng, Wei Zhao, Yin Tse","Hong Kong, China",Stephen Chow,tt0286112,2001
4481,"Brittany Murphy, Dakota Fanning, Marley Shelton, Donald Faison",USA,Boaz Yakin,tt0263757,2003
4482,"Chris Ambrose, Joey Krajcar, Josh Hutcherson, Cameron Carter",USA,"Shari Springer Berman, Robert Pulcini",tt0305206,2003
4483,"Frankie Muniz, Hilary Duff, Angie Harmon, Keith David","USA, Canada",Harald Zwart,tt0313911,2003
4484,"John Putch, Peter Scolari, Romy Windsor, Jonathan Jackson",USA,Jonathan Prince,tt0109369,1994
4485,"David Naughton, Patrick Houser, Tracy Smith, John Patrick Reger",USA,Peter Markle,tt0087425,1984
4486,"Vincent Price, Frank Lovejoy, Phyllis Kirk, Carolyn Jones",USA,André De Toth,tt0045888,1953
4487,"Ally Sheedy, Lance Henriksen, Robert Costanzo, Fredric Lehne",USA,John Lafia,tt0107504,1993
4488,"John Cusack, Daphne Zuniga, Anthony Edwards, Boyd Gaines",USA,Rob Reiner,tt0090103,1985
4489,"Nicolas Cage, Deborah Foreman, Elizabeth Daily, Michael Bowen",USA,Martha Coolidge,tt0086525,1983
4490,"Audrey Hepburn, Alan Arkin, Richard Crenna, Efrem Zimbalist Jr.",USA,Terence Young,tt0062467,1967
4491,"Chishû Ryû, Chieko Higashiyama, Setsuko Hara, Haruko Sugimura",Japan,Yasujirô Ozu,tt0046438,1953
4492,"Marie Rivière, Amira Chemakhi, Sylvie Richez, María Luisa García",France,Éric Rohmer,tt0091830,1986
4493,"Robert Duvall, Donald Pleasence, Don Pedro Colley, Maggie McOmie",USA,George Lucas,tt0066434,1971
4494,"Dennis Price, Valerie Hobson, Joan Greenwood, Alec Guinness",UK,Robert Hamer,tt0041546,1949
4495,"Tadao Takashima, Yôko Fujiyama, Yû Fujiki, Kenji Sahara",Japan,Ishirô Honda,tt0057215,1963
4496,"John Agar, John Hoyt, June Kenney, Susan Gordon",USA,Bert I. Gordon,tt0051381,1958
4497,"Dudley Moore, Julie Andrews, Bo Derek, Robert Webber",USA,Blake Edwards,tt0078721,1979
4498,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",USA,Ron Underwood,tt0100814,1990
4499,"Marius Goring, Jean Short, Gordon Littmann, Julia Lang",UK,"Michael Powell, Emeric Pressburger",tt0040725,1948
4500,"David Niven, Peter Sellers, Robert Wagner, Capucine",USA,Blake Edwards,tt0057413,1963
4501,"Peter Sellers, Herbert Lom, Lesley-Anne Down, Burt Kwouk","UK, USA",Blake Edwards,tt0075066,1976
4502,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells",USA,Mark L. Lester,tt0088944,1985
4503,"Frank Langella, Laurence Olivier, Donald Pleasence, Kate Nelligan","UK, USA",John Badham,tt0079073,1979
4504,"Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier",France,Luis Buñuel,tt0068361,1972
4505,"Dan Gifford, Clive Doyle, Jack Harwell, Joseph Penno",USA,William Gazecki,tt0120472,1997
4506,"Ziyi Zhang, Honglei Sun, Hao Zheng, Yulian Zhao",China,Yimou Zhang,tt0235060,1999
4507,"Takashi Shimura, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki",Japan,Akira Kurosawa,tt0044741,1952
4508,"Donal Logue, Cary Elwes, Michael Rapaport, Natasha Lyonne",USA,James Robinson,tt0287969,2002
4509,"Kerry Fox, Alexia Keogh, Karen Fergusson, Iris Churn","New Zealand, Australia, UK, USA",Jane Campion,tt0099040,1990
4510,"Natasha Richardson, Faye Dunaway, Aidan Quinn, Elizabeth McGovern","USA, Germany",Volker Schlöndorff,tt0099731,1990
4511,"Linus Torvalds, Richard M. Stallman, Eric Raymond, Bruce Perens",USA,J.T.S. Moore,tt0308808,2001
4512,"Dirk Bogarde, Romolo Valli, Mark Burns, Nora Ricci","Italy, France, USA",Luchino Visconti,tt0067445,1971
4513,"Jackie Chan, Lee Evans, Claire Forlani, Julian Sands","Hong Kong, USA",Gordon Chan,tt0288045,2003
4514,"Mark Aisbett, Ashton Kutcher, Jon Abrahams, Tara Reid",USA,David Zucker,tt0270980,2003
4515,"Vlastimil Brodský, Stella Zázvorková, Stanislav Zindulka, Ondrej Vetchý",Czech Republic,Vladimír Michálek,tt0286476,2001
4516,"Shia LaBeouf, Elden Henson, Amy Smart, Billy Kay",USA,"Efram Potelle, Kyle Rankin",tt0357470,2003
4517,"Joseph Fiennes, David Wenham, Adrian Lester, Anne Brochet","UK, Germany, Italy, Republic of Macedonia",Milcho Manchevski,tt0243232,2001
4518,"Mark 'Gator' Rogowski, Tony Hawk, Jason Jessee, John Brinton Hogan",USA,Helen Stickler,tt0271211,2002
4519,"Ray Wise, Jonathan Breck, Garikayi Mutambirwa, Eric Nenninger",USA,Victor Salva,tt0301470,2003
4520,"Rahul Khanna, Lisa Ray, Moushumi Chatterjee, Dina Pathak",Canada,Deepa Mehta,tt0303785,2002
4521,"Robert Carlyle, Vanessa Feltz, Ricky Tomlinson, Kathy Burke","UK, Germany",Shane Meadows,tt0301684,2002
4522,"David Spade, Mary McCormack, Craig Bierko, Scott Terra",USA,Sam Weisman,tt0325258,2003
4523,"Seth Green, Macaulay Culkin, Diana Scarwid, Dillon Woolley","USA, Netherlands","Fenton Bailey, Randy Barbato",tt0320244,2003
4524,"Harvey Keitel, Stellan Skarsgård, Moritz Bleibtreu, Birgit Minichmayr","France, UK, Germany, Austria",István Szabó,tt0260414,2001
4525,"Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent",USA,Eli Roth,tt0303816,2002
4526,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman","USA, UK",Ridley Scott,tt0325805,2003
4527,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke",USA,Robert Rodriguez,tt0285823,2003
4528,"Adrien Brody, Milla Jovovich, Illeana Douglas, Vera Farmiga",USA,Greg Pritikin,tt0246592,2002
4529,"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe","USA, Japan",Sofia Coppola,tt0335266,2003
4530,"Miyoko Shôji, Mami Koyama, Fumiko Orikasa, Shôzô Îzuka",Japan,Satoshi Kon,tt0291350,2001
4531,"Karen Black, Peter DeLuise, Ami Dolenz, Maya McLaughlin",USA,Tony Randel,tt0103957,1991
4532,"Anthony Edwards, Linda Fiorentino, Jsu Garcia, Alex Rocco",USA,Jeff Kanew,tt0089222,1985
4533,"Christian Slater, Milla Jovovich, Ric Roman Waugh, Steve Holladay",USA,Bruce A. Evans,tt0104647,1992
4534,"Jet Li, Biao Yuen, Rosamund Kwan, Jacky Cheung",Hong Kong,Hark Tsui,tt0103285,1991
4535,"Jet Li, Rosamund Kwan, Siu Chung Mok, David Chiang",Hong Kong,Hark Tsui,tt0105839,1992
4536,"Jet Li, Rosamund Kwan, Siu Chung Mok, Xin Xin Xiong",Hong Kong,Hark Tsui,tt0108592,1992
4537,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman",USA,Peter Bogdanovich,tt0070510,1973
4538,"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy",USA,George A. Romero,tt0088993,1985
4539,"Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew",USA,Gene Kelly,tt0064418,1969
4540,"Chevy Chase, Daryl Hannah, Sam Neill, Michael McKean","USA, France",John Carpenter,tt0104850,1992
4541,"Lauren Hutton, Jim Carrey, Karen Kopins, Cleavon Little",USA,Howard Storm,tt0089730,1985
4542,"Don Scardino, Patricia Pearcy, R.A. Dow, Jean Sullivan",USA,Jeff Lieberman,tt0075261,1976
4543,"Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman",Canada,David Cronenberg,tt0078908,1979
4544,"Woody Allen, Jason Biggs, Fisher Stevens, Anthony Arkin","USA, France, UK",Woody Allen,tt0313792,2003
4545,"Dennis Quaid, Sharon Stone, Stephen Dorff, Juliette Lewis","USA, Canada, UK",Mike Figgis,tt0331468,2003
4546,"Nigel Washington, Chloe Bailey, Demetress Long, Ann Nesby",USA,Jonathan Lynn,tt0191133,2003
4547,"Michael Caine, Robert Duvall, Haley Joel Osment, Kyra Sedgwick",USA,Tim McCanlies,tt0327137,2003
4548,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly","USA, UK, Germany, Hungary",Len Wiseman,tt0320691,2003
4549,"Bruce Campbell, Ossie Davis, Ella Joyce, Heidi Marnhout",USA,Don Coscarelli,tt0281686,2002
4550,"Jamal Udin Torabi, Enayatullah, Imran Paracha, Hiddayatullah",UK,Michael Winterbottom,tt0310154,2002
4551,"Ben Stiller, Drew Barrymore, Eileen Essell, Harvey Fierstein","Germany, USA",Danny DeVito,tt0266489,2003
4552,"Dwayne Johnson, Seann William Scott, Rosario Dawson, Christopher Walken",USA,Peter Berg,tt0327850,2003
4553,"Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova","USA, Italy",Audrey Wells,tt0328589,2003
4554,"Joseph Fiennes, Alfred Molina, Jonathan Firth, Claire Cox","Germany, USA",Eric Till,tt0309820,2003
4555,"Luke Kirby, Ginette Reno, Paul Sorvino, Mary Walsh",Canada,Émile Gaudreault,tt0330602,2003
4556,"Sarah Polley, Amanda Plummer, Scott Speedman, Leonor Watling","Spain, Canada",Isabel Coixet,tt0314412,2003
4557,"Georges Lopez, Alizé, Axel Thouvenin, Guillaume",France,Nicolas Philibert,tt0318202,2002
4558,"Jean-Claude Donda, Dirk Denoyelle, Monica Viegas, Graziellia de Villa","France, Belgium, Canada, UK, Latvia, USA",Sylvain Chomet,tt0286244,2003
4559,"James Woods, Sonja Smits, Debbie Harry, Peter Dvorsky",Canada,David Cronenberg,tt0086541,1983
4560,"Belinda Becker, Buju Banton, Horst Köhler, Michael Manley",USA,Stephanie Black,tt0284262,2001
4561,N/A,N/A,N/A,tt0282674,2001
4562,"Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich",USA,Stanley Kramer,tt0055031,1961
4563,"Isobel Hawking, Stephen Hawking, Janet Humphrey, Mary Hawking","UK, Japan, USA",Errol Morris,tt0103882,1991
4564,"Matti Pellonpää, Kari Väänänen, Sakke Järvenpää, Heikki Keskinen","Finland, Sweden",Aki Kaurismäki,tt0097728,1989
4565,"Nora Gregor, Paulette Dubost, Mila Parély, Odette Talazac",France,Jean Renoir,tt0031885,1939
4566,"Howard Keel, Jeff Richards, Russ Tamblyn, Tommy Rall",USA,Stanley Donen,tt0047472,1954
4567,"William Hurt, Raul Julia, Sônia Braga, José Lewgoy","Brazil, USA",Hector Babenco,tt0089424,1985
4568,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam",USA,Alan J. Pakula,tt0074119,1976
4569,"Geena Davis, Stephen Rea, James Gandolfini, Aida Turturro",USA,Martha Coolidge,tt0109129,1994
4570,"Romane Bohringer, Vincent Cassel, Jean-Philippe Écoffey, Monica Bellucci","France, Spain, Italy",Gilles Mimouni,tt0115561,1996
4571,"Malgorzata Foremniak, Wladyslaw Kowalski, Jerzy Gudejko, Dariusz Biskupski","Japan, Poland",Mamoru Oshii,tt0267287,2001
4572,"Stéphane Audran, Bodil Kjer, Birgitte Federspiel, Jarl Kulle",Denmark,Gabriel Axel,tt0092603,1987
4573,"Charles Grodin, Bonnie Hunt, Dean Jones, Nicholle Tom",USA,Brian Levant,tt0103786,1992
4574,"Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile",USA,Rod Daniel,tt0106375,1993
4575,"Hudhail Al-Amir, Lloyd Avery II, Angela Bassett, Miya McGhee",USA,John Singleton,tt0101507,1991
4576,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley",USA,Barry Levinson,tt0101516,1991
4577,"Scott Baio, Florence Garland, Jodie Foster, John Cassisi",UK,Alan Parker,tt0074256,1976
4578,"Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson","USA, Israel",George P. Cosmatos,tt0090859,1986
4579,"Jennifer Connelly, Daria Nicolodi, Fiore Argento, Federica Mastroianni","Italy, Switzerland",Dario Argento,tt0087909,1985
4580,"Louise Lasser, Paul L. Smith, Brion James, Sheree J. Wilson",USA,Sam Raimi,tt0088967,1985
4581,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",UK,"Terry Jones, Terry Gilliam",tt0085959,1983
4582,"Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark","UK, USA",Brian G. Hutton,tt0065207,1968
4583,"Clint Eastwood, Geneviève Bujold, Dan Hedaya, Alison Eastwood",USA,Richard Tuggle,tt0088272,1984
4584,"Julia Roberts, Patrick Bergin, Kevin Anderson, Elizabeth Lawrence",USA,Joseph Ruben,tt0102945,1991
4585,"Jeremy Piven, Chris Young, Megan Ward, Jon Favreau",USA,Hart Bochner,tt0110759,1994
4586,"Clint Eastwood, Charlie Sheen, Raul Julia, Sônia Braga",USA,Clint Eastwood,tt0100514,1990
4587,"Clint Eastwood, Burt Reynolds, Jane Alexander, Madeline Kahn",USA,Richard Benjamin,tt0087062,1984
4588,"Casey Siemaszko, Annie Ryan, Richard Tyson, Stacey Glick",USA,Phil Joanou,tt0094138,1987
4589,"Clint Eastwood, Jeff Fahey, Charlotte Cornwell, Norman Lumsden",USA,Clint Eastwood,tt0100928,1990
4590,"Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas","Soviet Union, Belarus",Elem Klimov,tt0091251,1985
4591,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers",Canada,John Fawcett,tt0210070,2000
4592,"Candy Clark, Bo Hopkins, Ron Howard, Paul Le Mat",USA,Bill Norton,tt0079576,1979
4593,"Julia Sweeney, Dave Foley, Charles Rocket, Kathy Griffin",USA,Adam Bernstein,tt0110169,1994
4594,"Harrison Ford, Annette Bening, Michael Haley, Stanley Swerdlow",USA,Mike Nichols,tt0102768,1991
4595,"Ian McCulloch, Louise Marleau, Marino Masé, Siegfried Rauch","Italy, West Germany",Luigi Cozzi,tt0082000,1980
4596,"Marguerite Chapman, Douglas Kennedy, James Griffith, Ivan Triesault",USA,Edgar G. Ulmer,tt0053593,1960
4597,"Irene Dunne, Charles Boyer, Maria Ouspenskaya, Lee Bowman",USA,Leo McCarey,tt0031593,1939
4598,"Albert Finney, Edith Evans, Kenneth More, Laurence Naismith",UK,Ronald Neame,tt0066344,1970
4599,"Steve Martin, Debra Winger, Lolita Davidovich, Liam Neeson",USA,Richard Pearce,tt0104695,1992
4600,"Brooke Adams, Ione Skye, Fairuza Balk, James Brolin",USA,Allison Anders,tt0104321,1992
4601,"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",USA,Richard Brooks,tt0061809,1967
4602,"John Dye, Steven Lyon, Kim Delaney, Kathleen Wilhoite",USA,Ron Casden,tt0092717,1987
4603,"James Cagney, Joan Leslie, Walter Huston, Richard Whorf",USA,Michael Curtiz,tt0035575,1942
4604,"Kôichi Yamadera, Emi Shinohara, Takeshi Aono, Osamu Saka",Japan,Yoshiaki Kawajiri,tt0107692,1993
4605,"Leon Niemczyk, Jolanta Umecka, Zygmunt Malanowicz",Poland,Roman Polanski,tt0056291,1962
4606,"Christian Slater, Rodney Eastman, Costas Mandylor, Richard Grieco",USA,Michael Karbelnikoff,tt0102460,1991
4607,"Denzel Washington, Eva Mendes, Sanaa Lathan, Dean Cain",USA,Carl Franklin,tt0313443,2003
4608,"Jack Black, Adam Pascal, Lucas Papaelias, Chris Stack","USA, Germany",Richard Linklater,tt0332379,2003
4609,"Peter Dinklage, Paul Benjamin, Jase Blankfort, Paula Garcés",USA,Tom McCarthy,tt0340377,2003
4610,"Kate Bosworth, Carrie Fisher, Val Kilmer, Kim Marriner","Canada, USA",James Cox,tt0335563,2003
4611,"Anonymous, Maria Aparecida, Captain Batista, Luanna Belmon",Brazil,"José Padilha, Felipe Lacerda(co-director)",tt0340468,2002
4612,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne","USA, Australia",Clint Eastwood,tt0327056,2003
4613,"Jonathan Cherry, Tyron Leitso, Clint Howard, Ona Grauer","Germany, Canada, USA",Uwe Boll,tt0317676,2003
4614,"George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer",USA,"Joel Coen, Ethan Coen",tt0138524,2003
4615,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah",USA,Quentin Tarantino,tt0266697,2003
4616,"John Cusack, Gene Hackman, Dustin Hoffman, Rachel Weisz",USA,Gary Fleder,tt0313542,2003
4617,"Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel",USA,Marcus Nispel,tt0324216,2003
4618,"Katie Holmes, Derek Luke, Oliver Platt, Alison Pill",USA,Peter Hedges,tt0311648,2003
4619,"Takeshi Kaneshiro, Anne Suzuki, Kirin Kiki, Gorô Kishitani",Japan,Takashi Yamazaki,tt0339579,2002
4620,"David Birkin, Alison Bruce, Amira Casar, Daniel Craig",UK,Christine Jeffs,tt0325055,2003
4621,"Cate Blanchett, Gerard McSorley, Ciarán Hinds, Brenda Fricker","Ireland, UK, USA",Joel Schumacher,tt0312549,2003
4622,"Jennifer Jason Leigh, Meg Ryan, Michael Nuccio, Allison Nega","UK, Australia, USA",Jane Campion,tt0199626,2003
4623,"Angelina Jolie, Clive Owen, Teri Polo, Linus Roache","Germany, USA",Martin Campbell,tt0294357,2003
4624,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson",USA,Michael Tollin,tt0316465,2003
4625,"Pamela Anderson, Jenny McCarthy, Marny Eng, Charlie Sheen","USA, Canada",David Zucker,tt0306047,2003
4626,"Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis",USA,"Aaron Blaise, Robert Walker",tt0328880,2003
4627,"Alex Frost, Eric Deulen, John Robinson, Elias McConnell",USA,Gus Van Sant,tt0363589,2003
4628,"Michael Caine, Noël Coward, Benny Hill, Raf Vallone",UK,Peter Collinson,tt0064505,1969
4629,"Martin Compston, William Ruane, Annmarie Fulton, Michelle Abercromby","UK, Germany, Spain",Ken Loach,tt0313670,2002
